Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Spectype,Spectype_ref,Class,Compact,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,Superorbital Period,Superorbital Period_err,Superorbital Period_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Distance,Distance_err_lo,Distance_err_up,IGR_var,Swift_var,XMM_var,Chandra_var,Var,best_ID,AGILE_ID,AGILE_RA,AGILE_Dec,AGILE_err,AGILE_ref,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
GRO J1008-57,152.4456445370427,-58.2932074753388,3.237351516468658E-9,,B0e,1994MNRAS.270L..57C,Be,NS,,,,17.5,,1996MNRAS.280L..31P,247.8,0.4,2007MNRAS.378.1427C,,,,0.68,0.02,2007MNRAS.378.1427C,93.587,0.005,1993IAUC.5836....1S,,,,3536.0,-152.0,148.0,Y,17.896825790405273,,1.0,Y,Gaia DR3 5258414192353423360,,,,,,,,,,,,,,,,,,,,,GRO J1008-57,152.442,-58.292,0.006999999781449636,,,,,,,1WGA J1009.7-5817,152.4433,-58.2918,0.003611111111111111,,,,,,,,,,,,GRO J1008-57,152.451,-58.307,0.038333332538604735,,2SXPS J100946.9-581735,152.44575,-58.29324,3.888888822661506E-4,,,,,,,2CXO J100946.9-581736,152.44572935978067,-58.2934105965886,1.9731630629298173E-4,,2MASS J10094697-5817355,152.445744,-58.293198,1.9444444527228672E-5,,5258414192353423360,152.4456445370427,-58.2932074753388,3.237351516468658E-9,
IGR J10101-5654,152.54941599149674,-56.925542470323926,1.9067948063214624E-8,,sgB[e],2013A&A...560A.108C,sgB[e],,,,,,,,,,,,,,,,,,,,,,,4474.0,-1171.0,1094.0,Y,0.9983193278312683,,0.0,Y,Gaia DR3 5259009543533179648,,,,,,,,,,,,,,,,,,,,,IGR J10101-5654,152.549,-56.926,0.03666666746139526,,,,,,,,,,,,,,,,,,,,,,IGR J10101-5654,152.548,-56.928,0.05666666825612386,,2SXPS J101012.0-565534,152.5502,-56.92631,9.722222222222222E-4,,,,,,,2CXO J101011.8-565532,152.54942368170305,-56.925561020471726,2.0030082839532327E-4,,2MASS J10101186-5655320,152.549443,-56.925571,1.6666666294137637E-5,,5259009543533179648,152.54941599149674,-56.925542470323926,1.9067948063214624E-8,
1FGL J1018.6-5856,154.7315592681715,-58.94609420856299,2.5959918275475504E-9,,O6V,2015ApJ...813L..26S,"$\gamma$\,Be",NS:?,2.0,,2022MNRAS.515.1078V,22.9,,2022MNRAS.515.1078V,16.5507,4.0E-4,2022MNRAS.515.1078V,,,,0.531,0.033,2022MNRAS.515.1078V,,,,55.3,13.1,2022MNRAS.515.1078V,4324.0,-204.0,209.0,,2.244537830352783,1.0,1.0,Y,Gaia DR3 5255509901121774976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1018.9-5856,154.7417,-58.9433,0.007462,,,,,,,2SXPS J101855.6-585646,154.73179,-58.94613,3.333333465788099E-4,,4XMM J101855.5-585646,154.73161,-58.946143,5.655666666666667E-5,,2CXO J101855.6-585645,154.7316808741541,-58.94608962689713,1.972479514212037E-4,,2MASS J10185560-5856459,154.731685,-58.946098,1.6666666294137637E-5,,5255509901121774976,154.7315592681715,-58.94609420856299,2.5959918275475504E-9,
4U 1036-56,159.39717,-56.798859,1.6666666294137637E-5,,B0III-Ve,1997A&A...323..853M,Be,,,,,17.5,,1996MNRAS.280L..31P,60.9,,2018MNRAS.481.2779S,,,,,,,860.0,2.0,1999MNRAS.306..100R,,,,,,,Y,0.9998365640640259,1.0,,Y,2MASS J10373532-5647558,,,,,,,,,,,,,,,,,,,,,4U 1036-56,159.391,-56.799,0.019499999284744263,,,,,,,,,,,,,,,,,,,,,,4U 1036-56,159.397,-56.791,0.04000000158945719,,2SXPS J103735.5-564754,159.39793,-56.79848,9.722222222222222E-4,,4XMM J103735.2-564756,159.397081,-56.799061,2.0131388888888887E-4,,,,,,,2MASS J10373532-5647558,159.39717,-56.798859,1.6666666294137637E-5,,0,,,,
HD 96670,166.80799982116994,-59.873098173924156,6.412143508593242E-9,,O7V(f)n,1993ApJS...87..197G,Be,BH,6.2,0.9,2021ApJ...913...48G,22.7,5.2,2021ApJ...913...48G,5.28388,4.6E-4,2021ApJ...913...48G,,,,0.12,0.01,2021ApJ...913...48G,,,,-27.5,0.02,2021ApJ...913...48G,3131.0,-253.0,268.0,,1.1803029775619507,,,,Gaia DR3 5337747731560719616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1107.2-5952,166.805,-59.8756,0.003611111111111111,,,,,,,,,,,,,,,,,2SXPS J110713.8-595222,166.80781,-59.87305,8.333333333333333E-4,,,,,,,,,,,,2MASS J11071394-5952231,166.808113,-59.873085,1.6666666294137637E-5,,5337747731560719616,166.80799982116994,-59.873098173924156,6.412143508593242E-9,
1A 1118-615,170.23817252151974,-61.91670671055608,2.4372660037544042E-9,,O9.5III-Ve,1981A&A....99..274J,Be,,,,,18.0,,2005A&A...436.1049M,24.0,,2015A&ARv..23....2W,,,,,,,405.3,0.6,1975Natur.254..578I,,,,2899.0,-76.0,86.0,Y,22.456478118896484,,1.0,Y,Gaia DR3 5336957010898124160,,,,,,,,,,,,,,,,,,,,,1A 1118-615,170.238,-61.916,0.006000000238418579,,,,,,,1WGA J1120.9-6154,170.2346,-61.9147,0.003611111111111111,,,,,,,,,,,,,,,,,2SXPS J112057.0-615459,170.2376,-61.91641,3.888888822661506E-4,,,,,,,2CXO J112057.1-615500,170.23817818828093,-61.91670073301312,1.9871148241582158E-4,,2MASS J11205717-6155002,170.238236,-61.916733,1.6666666294137637E-5,,5336957010898124160,170.23817252151974,-61.91670671055608,2.4372660037544042E-9,
Cen X-3,170.3128552789008,-60.62377582639316,3.2316388872762527E-9,,O6-7 II-III,1999MNRAS.307..357A,sg,NS,1.34,0.16,2007A&A...473..523V,20.2,1.8,2007A&A...473..523V,2.033,0.029,2021JApA...42...58S,,,,1.0E-4,0.0,2010MNRAS.401.1532R,4.80188,8.5E-5,2021JApA...42...58S,32.0,13.0,2007A&A...473..523V,6784.0,-572.0,634.0,,1.7746574878692627,1.0,1.0,Y,Gaia DR3 5337498593446516480,,,,,,1H1118-602,170.2753,-60.5742,0.022507906570083832,,,,,,,3A 1119-603,170.3155,-60.6243,0.0,,Cen X-3,170.316,-60.623,0.0033333333830038708,,,,,,,1WGA J1121.2-6037,170.3142,-60.6212,0.003611111111111111,,,,,,,,,,,,Cen X-3,170.318,-60.615,0.026666667064030966,,2SXPS J112115.1-603728,170.31301,-60.62448,9.722222222222222E-4,,4XMM J112115.0-603725,170.312826,-60.623801,5.6357500000000004E-5,,2CXO J112115.1-603725,170.31298589700782,-60.62382885414958,1.9724056028643143E-4,,2MASS J11211509-6037256,170.312877,-60.623787,1.6666666294137637E-5,,5337498593446516480,170.3128552789008,-60.62377582639316,3.2316388872762527E-9,
IGR J11215-5952,170.44505383091672,-59.863312990570876,2.7042580768465998E-9,,B1Ia,1993ApJS...89..293V,SFXT,NS,,,,,,,164.6,0.1,2018MNRAS.481.2779S,,,,0.8,,2018MNRAS.481.2779S,186.78,0.03,2020A&A...638A..71S,,,,7175.0,-563.0,516.0,Y,19.068965911865234,1.0,,Y,Gaia DR3 5339047221168787712,,,,,,,,,,,,,,,,,,,,,IGR J11215-5952,170.445,-59.863,0.02433333396911621,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J112146.8-595148,170.44538,-59.86338,4.4444445106718274E-4,,4XMM J112146.8-595147,170.44507,-59.863327,4.777277777777778E-5,,,,,,,2MASS J11214682-5951479,170.445085,-59.863316,2.777777819169892E-5,,5339047221168787712,170.44505383091672,-59.863312990570876,2.7042580768465998E-9,
IGR J11305-6256,172.77874085540492,-62.946919022640415,1.0001962590548729E-8,,B0IIIe,1977ApJS...35..111G,Be,,,,,17.5,,1996MNRAS.280L..31P,120.83,0.34,2013arXiv1305.3916L,,,,,,,,,,-22.0,7.4,2007AN....328..889K,1731.0,-111.0,139.0,Y,1.898630142211914,,1.0,Y,Gaia DR3 5333660129603575808,,,,,,,,,,,,,,,,,,,,,IGR J11305-6256,172.779,-62.947,0.015333333611488342,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J113106.9-625649,172.77898,-62.94705,8.333333333333333E-4,,,,,,,2CXO J113106.9-625648,172.77893499808192,-62.946931875481866,1.981880630960622E-4,,2MASS J11310691-6256489,172.778814,-62.946941,1.9444444527228672E-5,,5333660129603575808,172.77874085540492,-62.946919022640415,1.0001962590548729E-8,
IGR J11435-6109,176.00117181802423,-61.126795789105415,6.564384222858483E-9,,B0.5Ve,2013A&A...560A.108C,Be,,,,,14.6,0.0,1996MNRAS.280L..31P,52.46,0.06,2005ATel..377....1C,,,,,,,161.76,0.01,2004ATel..362....1I,,,,7863.0,-1217.0,1373.0,Y,,,0.0,Y,Gaia DR3 5335021664274920576,,,,,,,,,,,,,,,,,,,,,IGR J11435-6109,176.001,-61.127,0.011333333452542622,,,,,,,,,,,,1RXS  J114358.1-610736,175.99208,-61.12667,0.004166666666666667,,,,,,,IGR J11435-6109,176.009,-61.123,0.04000000158945719,,,,,,,,,,,,2CXO J114400.3-610736,176.00132755128527,-61.126777405019844,2.0014428276644787E-4,,2MASS J11440030-6107364,176.001261,-61.126801,1.6666666294137637E-5,,5335021664274920576,176.00117181802423,-61.126795789105415,6.564384222858483E-9,
1E 1145.1-6141,176.86894042633617,-61.953719225831875,2.0949912464453117E-9,,B2Iae,1982MNRAS.201..171D,sg,,1.7,0.3,1987PASP...99..420H,14.0,4.0,1987PASP...99..420H,14.365,0.002,2002ApJ...581.1293R,,,,0.2,0.03,2002ApJ...581.1293R,298.0,4.0,1980ApJ...239..651L,-13.0,3.0,1987PASP...99..420H,8097.0,-566.0,603.0,,2.603947401046753,1.0,,Y,Gaia DR3 5334851450481641088,,,,,,,,,,,,,,,,3A 1145-616,176.8796,-61.928,0.045015813140167664,,1E 1145.1-6141,176.869,-61.954,0.004833333194255829,,,,,,,1WGA J1147.4-6156,176.8658,-61.9492,0.013888888888888888,,,,,,,,,,,,1E 1145.1-6141,176.847,-61.961,0.026666667064030966,,2SXPS J114727.9-615715,176.86661,-61.95432,7.777777645323012E-4,,4XMM J114728.5-615713,176.869022,-61.953732,5.8105833333333335E-5,,,,,,,2MASS J11472856-6157134,176.86902,-61.953732,1.6666666294137637E-5,,5334851450481641088,176.86894042633617,-61.953719225831875,2.0949912464453117E-9,
2E 1145.5-6155,177.0000300154924,-62.20691022592309,3.902567291839256E-9,,B1III-Ve,1982IAUS...98..151P,Be,,,,,12.5,,1996MNRAS.280L..31P,187.5,,2018MNRAS.481.2779S,,,,0.5,,2018MNRAS.481.2779S,292.274,0.001,1987MNRAS.225..369C,-17.0,7.4,2007AN....328..889K,2063.0,-87.0,80.0,Y,4.856287479400635,,1.0,Y,Gaia DR3 5334823859608495104,,,,,,,,,,,,,,,,3A 1145-619,177.0407,-62.228,0.06366197818539553,,2E 1145.5-6155,177.0,-62.207,0.014666666587193808,,,,,,,1WGA J1148.0-6212,177.0008,-62.2064,0.013888888888888888,,1RXS  J114800.3-621227,177.00125,-62.2075,0.002777777777777778,,,,,,,2E 1145.5-6155,176.993,-62.196,0.03333333333333333,,2SXPS J114759.1-621224,176.99626,-62.20684,7.777777645323012E-4,,,,,,,2CXO J114800.0-621224,177.00012611507077,-62.206866408122224,1.9744556158556248E-4,,2MASS J11480002-6212249,177.000114,-62.206936,1.6666666294137637E-5,,5334823859608495104,177.0000300154924,-62.20691022592309,3.902567291839256E-9,
EXMS B1210-645,183.31156879290245,-64.87513252303748,3.4326076921489508E-9,,B2V,2009A&A...495..121M,Be,,,,,9.6,,1996MNRAS.280L..31P,6.7,5.0E-4,2014ApJ...793...77C,,,,,,,,,,,,,3352.0,-161.0,180.0,,1.7794445753097534,,,,Gaia DR3 6053076566300433920,,,,,,,,,,,4U 1210-64,183.93916666666667,-65.19611111111111,0.04444955725566514,,,,,,,EXMS B1210-645,183.272,-64.897,0.041833333174387616,,,,,,,,,,,,,,,,,,,,,,EXMS B1210-645,183.308,-64.887,0.029999999205271403,,2SXPS J121314.9-645230,183.31228,-64.87512,5.833333068423801E-4,,,,,,,,,,,,2MASS J12131479-6452304,183.311635,-64.87513,1.6666666294137637E-5,,6053076566300433920,183.31156879290245,-64.87513252303748,3.4326076921489508E-9,
GX 301-2,186.65645139154256,-62.77035949368261,3.3467366463608215E-9,,B1.5Iaeq,1982PASP...94..541H,sg,,,,,43.0,10.0,2006A&A...457..595K,41.498,0.002,2006A&A...457..595K,,,,0.462,0.014,2006A&A...457..595K,680.0,,1976ApJ...209L.119W,4.1,2.4,2006A&A...457..595K,3604.0,-195.0,204.0,,2.0436294078826904,,0.0,,Gaia DR3 6054569565614460800,,,,,,,,,,,,,,,,3A 1223-624,186.6598,-62.7668,0.0,,GX 301-2,186.657,-62.771,0.0030000001192092896,,,,,,,,,,,,,,,,,,,,,,GX 301-2,186.707,-62.776,0.026666667064030966,,2SXPS J122637.2-624613,186.65506,-62.7705,7.500000132454766E-4,,,,,,,2CXO J122637.5-624613,186.65663420703447,-62.77029589179813,2.002098283898697E-4,,2MASS J12263756-6246132,186.656502,-62.770348,1.6666666294137637E-5,,6054569565614460800,186.65645139154256,-62.77035949368261,3.3467366463608215E-9,
IGR J12341-6143,188.467,-61.796,0.06633333365122478,,,2020MNRAS.491.4543S,SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,IGR J12341-6143,,,,,,,,,,,,,,,,,,,,,IGR J12341-6143,188.467,-61.796,0.06633333365122478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
1H 1238-599,190.42741,-60.27217,0.001194444497426351,,,,,,,,,,,,,,,,,,,,,191.0,,1985MNRAS.212..219B,,,,,,,,1.392727255821228,,,,2SXPS J124142.5-601619,,,,,,1H1238-599,190.2538,-60.2343,0.40813237586628975,,,,,,,3A 1239-599,190.5058,-60.2041,0.0,,,,,,,,,,,,1WGA J1242.3-5955,190.5971,-59.9231,0.013888888888888888,,,,,,,,,,,,,,,,,2SXPS J124142.5-601619,190.42741,-60.27217,0.001194444497426351,,,,,,,,,,,,,,,,,0,,,,
1H 1249-637,190.70931703328822,-63.05864217078729,1.468915388815933E-8,,B0.5IVpe,2006MNRAS.371..252L,Be,WD?,,,,9.6,,2005A&A...441..235Z,226.0,6.0,2012ApJ...755...64S,,,,,,,14200.0,1400.0,2001A&A...377..148T,22.0,7.0,2007AN....328..889K,439.0,-15.0,15.0,,1.7920600175857544,1.0,,Y,Gaia DR3 6055103928246312960,,,,,,,,,,,,,,,,,,,,,1H 1249-637,190.709,-63.059,0.05766666730244954,,,,,,,,,,,,,,,,,,,,,,1H 1249-637,190.673,-63.049,0.03666666746139526,,2SXPS J124249.0-630342,190.70452,-63.06178,0.0011666666136847601,,4XMM J124250.3-630330,190.709612,-63.058576,5.545222222222222E-5,,,,,,,2MASS J12425028-6303310,190.709517,-63.058636,8.055555323759715E-5,,6055103928246312960,190.70931703328822,-63.05864217078729,1.468915388815933E-8,
1A 1244-604,190.824821,-60.201519,1.9444444527228672E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.937089443206787,,,,2MASS J12431795-6012054,,,,,,1H1238-599,190.2538,-60.2343,0.40813237586628975,,,,,,,3A 1239-599,190.5058,-60.2041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J124318.1-601204,190.82572,-60.20124,0.0017222221692403158,,,,,,,,,,,,2MASS J12431795-6012054,190.824821,-60.201519,1.9444444527228672E-5,,0,,,,
GX 304-1,195.3211964950643,-61.601844813228226,2.4962857262127933E-9,,B2Vne,1980MNRAS.190..537P,Be,,,,,9.6,,1996MNRAS.280L..31P,132.5,,2015A&ARv..23....2W,,,,,,,272.0,,1977ApJ...216L..15M,,,,1856.0,-45.0,36.0,Y,9.802817344665527,,,Y,Gaia DR3 5863533199843070208,,,,,,,,,,,,,,,,3A 1258-613,195.3226,-61.5991,0.0,,GX 304-1,195.322,-61.602,0.022166667381922404,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J130117.0-613604,195.32092,-61.60133,6.388888756434123E-4,,,,,,,,,,,,2MASS J13011709-6136065,195.321234,-61.601833,1.6666666294137637E-5,,5863533199843070208,195.3211964950643,-61.601844813228226,2.4962857262127933E-9,
IGR J13020-6359,195.49460523930014,-63.96912167623403,1.6651740297675134E-8,,B0-6Ve,2018A&A...618A.150F,Be,,,,,17.5,,1996MNRAS.280L..31P,,,,,,,,,,700.0,,2005MNRAS.364..455C,,,,5952.0,-1339.0,2377.0,,5.38194465637207,1.0,,Y,Gaia DR3 5862285700835092352,,,,,,,,,,,,,,,,,,,,,IGR J13020-6359,195.497,-63.968,0.02433333396911621,,,,,,,1WGA J1301.9-6358,195.4908,-63.9693,0.003611111111111111,,,,,,,,,,,,IGR J13020-6359,195.473,-63.974,0.04333333174387614,,2SXPS J130158.6-635808,195.49441,-63.96903,9.166666534211901E-4,,4XMM J130158.7-635808,195.494631,-63.969006,7.365972222222222E-5,,,,,,,2MASS J13015871-6358089,195.494639,-63.969162,2.2222221725516848E-5,,5862285700835092352,195.49460523930014,-63.96912167623403,1.6651740297675134E-8,
PSR B1259-63,195.69848851536304,-63.83573123376698,2.481755800545216E-9,,O9.5Ve,2011ApJ...732L..11N,"$\gamma$\,Be",NS,,,,22.5,7.5,2018MNRAS.479.4849M,1236.724526,6.0E-6,2018MNRAS.479.4849M,,,,0.8698797,6.0E-8,2018MNRAS.479.4849M,0.04776,,1992ApJ...387L..37J,0.0,1.0,1994MNRAS.268..430J,2170.0,-58.0,62.0,,2.951533555984497,0.0,0.0,,Gaia DR3 5862299960127967488,,,,,,,,,,,,,,,,,,,,,PSR B1259-63,195.75,-63.833,0.04483333428700765,,,,,,,1WGA J1302.8-6350,195.7004,-63.8342,0.003611111111111111,,,,,,,4FGL J1302.9-6349,195.7274,-63.8304,0.026458,,,,,,,2SXPS J130247.6-635008,195.69848,-63.8358,9.166666534211901E-4,,4XMM J130247.6-635008,195.698624,-63.835718,4.956833333333333E-5,,2CXO J130247.6-635008,195.69851279983368,-63.83570891537525,1.9719805588546663E-4,,2MASS J13024765-6350085,195.698571,-63.835712,1.6666666294137637E-5,,5862299960127967488,195.69848851536304,-63.83573123376698,2.481755800545216E-9,
IGR J13186-6257,199.60661593678492,-62.97081244662011,1.557422491411368E-8,,B0-6Ve,2018A&A...618A.150F,Be,,,,,17.5,,1996MNRAS.280L..31P,,,,,,,,,,,,,,,,3469.0,-901.0,1102.0,,5.991329669952393,,0.0,Y,Gaia DR3 5862260304669853056,,,,,,,,,,,,,,,,,,,,,IGR J13186-6257,199.605,-62.971,0.05433333317438761,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J131825.4-625814,199.6062,-62.97072,7.500000132454766E-4,,,,,,,2CXO J131825.0-625815,199.60443591216847,-62.97097619561346,2.067881360558974E-4,,2MASS J13182505-6258156,199.604394,-62.97102,3.05555553899871E-5,,5862260304669853056,199.60661593678492,-62.97081244662011,1.557422491411368E-8,
SAX J1324.4-6200,201.111047,-62.02198,3.05555553899871E-5,,Be?,2008A&A...483..249M,Be?,NS,,,,,,,1.1291666666666667,0.0,2002MNRAS.337.1245L,,,,,,,172.84,,2008A&A...483..249M,,,,,,,,0.9995624423027039,1.0,0.0,Y,2MASS J13242665-6201191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4U 1323-62,201.10958333333332,-62.014722222222225,0.025,1998A&A...339L..41A,2SXPS J132426.7-620118,201.11136,-62.02179,5.555555555555556E-4,,4XMM J132426.5-620118,201.110494,-62.021692,5.300675E-4,,2CXO J132426.6-620119,201.1111980374926,-62.022090628253345,2.0199497736663987E-4,,2MASS J13242665-6201191,201.111047,-62.02198,3.05555553899871E-5,,0,,,,
HD 119682,206.63566597037007,-62.923386961743525,4.69266799175077E-9,,B0Ve,2006MNRAS.371..252L,Be,,,,,17.5,,1996MNRAS.280L..31P,90.0,,2022MNRAS.510.2286N,,,,,,,1500.0,100.0,2007ApJ...659..407S,,,,1597.0,-65.0,80.0,,0.9995207190513611,1.0,0.0,Y,Gaia DR3 5864664975280537728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1346.5-6255,206.6346,-62.925,0.003611111111111111,,1RXS  J134633.6-625528,206.64,-62.92445,0.007222222222222222,,4FGL J1345.3-6253,206.3306,-62.885,0.054272,,,,,,,2SXPS J134632.5-625521,206.63566,-62.92261,0.0010833333598242866,,4XMM J134632.5-625524,206.635626,-62.92339,6.487111111111111E-5,,2CXO J134632.5-625523,206.63574158723975,-62.92332859338032,1.9731630629298173E-4,,2MASS J13463256-6255241,206.635687,-62.923386,1.6666666294137637E-5,,5864664975280537728,206.63566597037007,-62.923386961743525,4.69266799175077E-9,
IGR J14059-6116,211.310065,-61.307838,2.2222221725516848E-5,,O6 III,2019ApJ...884...93C,$\gamma$,,,,,34.53,,2005A&A...436.1049M,13.7135,0.0019,2019ApJ...884...93C,,,,,,,,,,,,,,,,Y,,0.0,0.0,Y,2MASS J14051441-6118282,,,,,,,,,,,,,,,,,,,,,IGR J14059-6116,211.485,-61.275,0.06883333524068197,,,,,,,,,,,,,,,,,4FGL J1405.1-6119,211.2982,-61.3321,0.016343,,,,,,,,,,,,4XMM J140514.3-611828,211.309872,-61.30788,1.099425E-4,,2CXO J140514.4-611827,211.31012286976033,-61.30771898157028,2.704619614610887E-4,,2MASS J14051441-6118282,211.310065,-61.307838,2.2222221725516848E-5,,0,,,,
MAXI J1409-619,212.01132,-61.983891,1.9444444527228672E-5,,,,,NS,,,,,,,14.7,0.4,2020MNRAS.496.1768D,,,,,,,503.0,10.0,2010ATel.3060....1K,,,,,,,,,,,,2MASS J14080271-6159020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J140802.4-615854,212.01068,-61.9834,5.277777777777777E-4,2010ATel.2962....1K,,,,,,,,,,,2MASS J14080271-6159020,212.01132,-61.983891,1.9444444527228672E-5,,0,,,,
H 1417-624,215.3006080258188,-62.69892176003013,6.035232606033485E-9,,B1e,1984ApJ...276..621G,Be,,,,,12.5,0.0,1996MNRAS.280L..31P,42.12,,1996A&AS..120C.209F,,,,0.446,,1996A&AS..120C.209F,17.64,,1981ApJ...243..251K,,,,7428.0,-1811.0,3095.0,Y,3.640540361404419,,1.0,Y,Gaia DR3 5854175187710795136,,,,,,,,,,,,,,,,3A 1417-624,215.3073,-62.6986,0.0,,H 1417-624,215.303,-62.698,0.023333332935969033,,,,,,,,,,,,,,,,,,,,,,H 1417-624,215.302,-62.706,0.03166666626930237,,2SXPS J142112.2-624155,215.3011,-62.6987,7.22222195731269E-4,,,,,,,2CXO J142112.1-624156,215.30058944148482,-62.6989986717492,1.991328878283824E-4,,2MASS J14211216-6241560,215.300697,-62.69891,1.6666666294137637E-5,,5854175187710795136,215.3006080258188,-62.69892176003013,6.035232606033485E-9,
IGR J14331-6112,218.28465330128793,-61.26107376019224,1.770081205500497E-8,,BV-IIIe,2008A&A...482..113M,Be,,,,,,,,,,,,,,,,,,,,,,,2551.0,-565.0,609.0,,1.0002226829528809,,0.0,,Gaia DR3 5878377736381364608,,,,,,,,,,,,,,,,,,,,,IGR J14331-6112,218.285,-61.261,0.05766666730244954,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J143307.9-611540,218.2831,-61.26127,9.999999735090467E-4,,,,,,,2CXO J143308.3-611540,218.2847193831468,-61.26111951024233,2.0167174445559374E-4,,2MASS J14330833-6115397,218.284748,-61.261055,1.6666666294137637E-5,,5878377736381364608,218.28465330128793,-61.26107376019224,1.770081205500497E-8,
IGR J14488-5942,222.180092,-59.703815,1.9444444527228672E-5,,O-BVe,2013A&A...560A.108C,Be,,,,,,,,49.63,0.05,2017ApJ...846..161C,,,,,,,33.419,0.001,2017ApJ...846..161C,,,,,,,Y,,,,Y,2MASS J14484322-5942137,,,,,,,,,,,,,,,,,,,,,IGR J14488-5942,222.205,-59.701,0.05316666762034098,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J144843.2-594213,222.18054166666667,-59.704527777777784,0.0010277777777777778,2009ATel.2355....1L,,,,,,,,,,,2MASS J14484322-5942137,222.180092,-59.703815,1.9444444527228672E-5,,0,,,,
Cir X-1,230.1701764075732,-57.166742166539116,2.7820018844472042E-8,,B5-A0 I,2007MNRAS.374..999J,sg,,,,,,,,16.68,0.15,2007MNRAS.374..999J,,,,0.45,0.07,2007MNRAS.374..999J,,,,26.0,3.0,2007MNRAS.374..999J,7469.0,-2103.0,2320.0,Y,12.22797966003418,1.0,1.0,Y,Gaia DR3 5883218164517055488,,,,,,1H1516-569,230.1687,-57.1702,0.0,,,,,,,3A 1516-569,230.1687,-57.1702,0.0,,Cir X-1,230.17,-57.167,0.006999999781449636,,,,,,,,,,,,,,,,,,,,,,Cir X-1,230.152,-57.171,0.026666667064030966,,2SXPS J152040.6-571002,230.16932,-57.16725,3.333333465788099E-4,,4XMM J152040.8-571000,230.170212,-57.166711,3.6484166666666665E-5,,2CXO J152040.8-571000,230.17019994130055,-57.166675240896126,1.971943594176303E-4,,2MASS J15204084-5710001,230.1702,-57.166706,1.6666666294137637E-5,,5883218164517055488,230.1701764075732,-57.166742166539116,2.7820018844472042E-8,
